ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,Pay1,Pay2,Pay3,Bill_amt1,Bill_amt2,Bill_amt3,Pay_amt1,Pay_amt2,Pay_amt3,default.payment.next.month
13497,480000.0,Female,2,Married,37,-1,-1,-1,52263.0,19518.0,14785.0,19518.0,14785.0,7931.0,0
13498,10000.0,Male,3,Married,37,-1,-1,-1,2977.0,1000.0,0.0,1203.0,0.0,0.0,1
13501,140000.0,Male,2,Single,36,2,2,2,47053.0,48150.0,49009.0,2000.0,1800.0,0.0,1
13503,80000.0,Female,1,Single,39,-1,-1,-1,4969.0,0.0,2650.0,0.0,2650.0,935.0,0
13515,290000.0,Female,1,Married,45,-1,-1,-1,0.0,3152.0,316.0,3152.0,316.0,0.0,0
13522,460000.0,Male,1,Married,44,-1,-1,-1,68541.0,28269.0,75942.0,28269.0,76056.0,52143.0,0
13523,160000.0,Female,2,Single,36,-1,-1,-1,6257.0,-1197.0,12151.0,613.0,14262.0,0.0,0
13529,20000.0,Male,3,Single,31,2,2,2,16859.0,16472.0,21819.0,0.0,5782.0,0.0,0
13531,60000.0,Male,1,Married,60,-1,-1,-1,390.0,390.0,769.0,390.0,769.0,390.0,0
13540,440000.0,Male,3,Married,47,-1,-1,-1,1238.0,1238.0,2165.0,1238.0,2165.0,150000.0,1
13547,50000.0,Male,1,Single,28,-1,-1,-1,16359.0,1340.0,0.0,1444.0,0.0,0.0,0
13560,80000.0,Male,3,Married,65,-1,-1,-1,3932.0,2900.0,0.0,3208.0,0.0,0.0,0
13562,320000.0,Male,1,Married,46,2,2,2,313988.0,327542.0,317129.0,23800.0,0.0,12165.0,1
13571,20000.0,Female,2,Single,45,2,2,2,882.0,914.0,930.0,182.0,16.0,0.0,1
13573,220000.0,Female,1,Single,25,-1,-1,-1,640.0,168.0,1579.0,168.0,1579.0,7203.0,0
13576,40000.0,Female,2,Single,26,2,2,2,10433.0,10521.0,10203.0,400.0,0.0,2200.0,1
13582,110000.0,Female,1,Single,29,-1,-1,-1,316.0,466.0,316.0,466.0,316.0,632.0,0
13586,180000.0,Female,1,Single,28,-1,-1,-1,13408.0,3819.0,1107.0,3819.0,1107.0,20679.0,0
13591,200000.0,Male,1,Married,53,-1,-1,-1,3696.0,0.0,2099.0,0.0,2099.0,7784.0,0
13606,50000.0,Female,1,Single,27,2,2,2,35433.0,36216.0,36969.0,1500.0,1500.0,1100.0,1
13624,10000.0,Female,2,Single,23,3,2,2,3597.0,3395.0,4187.0,0.0,1000.0,0.0,1
13627,40000.0,Male,2,Married,48,-1,-1,-1,836.0,571.0,1735.0,571.0,2000.0,0.0,0
13636,20000.0,Male,3,Married,36,5,4,3,22583.0,21662.0,21031.0,0.0,0.0,0.0,1
13648,120000.0,Female,1,Single,30,-1,-1,-1,0.0,165.0,0.0,165.0,0.0,0.0,1
13650,500000.0,Male,1,Single,29,-1,-1,-1,41305.0,5405.0,32310.0,5455.0,36914.0,12457.0,0
13652,140000.0,Female,1,Single,31,-1,-1,-1,1045.0,432.0,898.0,432.0,898.0,208.0,0
13659,310000.0,Female,3,Single,36,-1,-1,-1,1688.0,5590.0,1649.0,5617.0,1657.0,4510.0,0
13664,200000.0,Male,1,Married,37,-1,-1,-1,1115.0,1336.0,1878.0,1336.0,1878.0,0.0,1
13670,400000.0,Male,5,Married,30,-1,-1,-1,188.0,177.0,2378.0,177.0,2400.0,11320.0,0
13671,320000.0,Male,1,Married,40,-1,-1,-1,430.0,430.0,430.0,430.0,430.0,430.0,0
13675,30000.0,Male,2,Single,35,2,2,2,14068.0,14596.0,14212.0,900.0,0.0,1431.0,1
13680,60000.0,Male,2,Single,28,2,2,2,42048.0,41241.0,44056.0,0.0,3500.0,0.0,1
13682,80000.0,Female,2,Married,40,-1,-1,-1,1819.0,1909.0,1909.0,2299.0,1909.0,3069.0,0
13685,130000.0,Male,1,Single,27,-1,-1,-1,339.0,339.0,339.0,339.0,339.0,339.0,0
13686,500000.0,Female,2,Married,66,-1,-1,-1,11645.0,13237.0,303512.0,13237.0,303512.0,0.0,0
13687,350000.0,Female,2,Married,38,-1,-1,-1,1015.0,24555.0,185.0,24560.0,1000.0,917.0,0
13688,320000.0,Male,1,Single,34,-1,-1,-1,3934.0,5541.0,3141.0,5557.0,3150.0,3056.0,0
13695,210000.0,Male,1,Married,52,-1,-1,-1,11140.0,8463.0,10406.0,8534.0,11000.0,7500.0,0
13696,20000.0,Female,2,Married,29,3,3,2,20510.0,19897.0,19900.0,0.0,500.0,0.0,0
13697,30000.0,Female,2,Single,49,2,2,2,29454.0,31775.0,30743.0,2787.0,0.0,1445.0,0
13698,500000.0,Female,1,Married,56,-1,-1,-1,10528.0,17907.0,3147.0,17907.0,3147.0,5011.0,0
13700,90000.0,Male,2,Single,30,-1,-1,-1,993.0,7881.0,1516.0,7904.0,1521.0,413.0,0
13703,60000.0,Male,2,Single,37,-1,-1,-1,389.0,389.0,609.0,0.0,1000.0,0.0,0
13708,200000.0,Female,1,Single,30,-1,-1,-1,126476.0,700.0,0.0,700.0,0.0,860.0,0
13710,180000.0,Female,3,Married,41,-1,-1,-1,11112.0,3182.0,1985.0,3182.0,1985.0,3276.0,0
13712,200000.0,Male,1,Married,30,2,2,2,2500.0,2500.0,2500.0,0.0,0.0,0.0,1
13713,20000.0,Male,2,Single,40,5,4,3,19434.0,18577.0,18011.0,0.0,0.0,0.0,1
13715,30000.0,Male,2,Single,54,2,2,2,13055.0,13525.0,0.0,1000.0,2000.0,0.0,0
13718,70000.0,Female,3,Married,30,2,2,2,58957.0,60367.0,61617.0,2500.0,2400.0,2500.0,1
13720,30000.0,Female,2,Married,27,3,3,4,29048.0,29903.0,30431.0,1600.0,1600.0,1000.0,0
13723,50000.0,Female,1,Single,23,-1,-1,-1,1170.0,2480.0,8047.0,2480.0,8047.0,4428.0,0
13725,50000.0,Male,3,Single,23,-1,-1,-1,5087.0,4270.0,7881.0,4270.0,7881.0,1000.0,0
13731,280000.0,Female,3,Single,47,-1,2,-1,1153.0,607.0,3076.0,0.0,3076.0,4983.0,1
13738,300000.0,Male,3,Married,37,-1,-1,-1,1961.0,4409.0,2503.0,4419.0,2509.0,1139.0,0
13739,30000.0,Female,2,Single,22,2,2,2,27170.0,29071.0,29446.0,2500.0,1001.0,6.0,0
13740,40000.0,Male,3,Single,43,7,7,7,2400.0,2400.0,2400.0,0.0,0.0,0.0,1
13744,260000.0,Male,1,Single,29,2,2,2,2497.0,2497.0,2497.0,0.0,0.0,0.0,1
13745,100000.0,Female,1,Married,58,2,2,2,30090.0,34419.0,33714.0,5000.0,0.0,5000.0,1
13768,50000.0,Female,1,Single,28,-1,-1,-1,1309.0,589.0,1210.0,589.0,1210.0,1065.0,0
13771,200000.0,Female,1,Married,32,-1,-1,-1,6081.0,4203.0,3044.0,4203.0,3044.0,0.0,0
13774,240000.0,Female,1,Single,30,-1,-1,-1,1003.0,1003.0,1003.0,1003.0,1003.0,203.0,0
13779,30000.0,Female,2,Single,25,2,2,2,25714.0,26353.0,26868.0,1200.0,1100.0,1200.0,1
13781,20000.0,Female,2,Married,34,2,3,2,10313.0,9863.0,9558.0,0.0,0.0,508.0,1
13784,10000.0,Female,2,Single,22,2,2,2,7720.0,8224.0,7944.0,778.0,0.0,158.0,1
13786,240000.0,Female,2,Married,35,2,2,2,34539.0,35238.0,35910.0,1400.0,1400.0,0.0,1
13796,180000.0,Male,2,Married,49,-1,-1,-1,660.0,36906.0,1470.0,36906.0,1320.0,0.0,0
13805,200000.0,Female,1,Single,39,-1,-1,-1,10496.0,31948.0,33016.0,32108.0,33181.0,8910.0,0
13808,50000.0,Female,2,Single,26,2,2,2,46730.0,27204.0,9662.0,1590.0,0.0,194.0,0
13811,40000.0,Male,1,Married,47,2,2,2,12595.0,14386.0,14005.0,2000.0,0.0,2000.0,0
13812,100000.0,Male,1,Single,26,-1,-1,-1,0.0,4580.0,2274.0,4580.0,2274.0,0.0,0
13820,20000.0,Male,3,Single,23,-1,-1,-1,1587.0,-193.0,3107.0,0.0,5000.0,0.0,1
13828,420000.0,Female,1,Married,29,-1,-1,-1,6850.0,1822.0,4249.0,1822.0,4249.0,444.0,0
13838,200000.0,Male,2,Single,31,-1,-1,-1,1271.0,1489.0,1260.0,1489.0,1260.0,1373.0,0
13845,30000.0,Female,2,Single,25,2,2,2,29687.0,30690.0,31093.0,1626.0,1049.0,11.0,0
13860,200000.0,Female,2,Married,43,-1,-1,-1,2681.0,3486.0,2296.0,3486.0,2296.0,3413.0,0
13866,180000.0,Female,2,Single,44,-1,-1,-1,7184.0,7344.0,7184.0,7344.0,7184.0,7184.0,0
13878,120000.0,Female,2,Married,37,-1,-1,-1,2707.0,3247.0,396.0,3247.0,396.0,595.0,0
13884,740000.0,Female,2,Married,35,-1,-1,-1,15713.0,8988.0,25449.0,9012.0,25596.0,7003.0,1
13887,230000.0,Male,1,Married,37,-1,-1,-1,5770.0,7652.0,17825.0,7690.0,17914.0,360.0,0
13890,180000.0,Female,1,Single,30,-1,-1,-1,2414.0,256.0,3858.0,256.0,3858.0,275.0,0
13903,180000.0,Female,3,Married,43,-1,-1,-1,498.0,1835.0,11337.0,1835.0,10000.0,380.0,1
13909,180000.0,Female,1,Single,28,2,2,2,165604.0,169075.0,172401.0,6200.0,6200.0,6300.0,0
13910,360000.0,Male,1,Single,30,-1,-1,-1,2040.0,2722.0,5057.0,2736.0,5273.0,5105.0,0
13914,400000.0,Female,1,Single,27,-1,-1,-1,27926.0,0.0,430.0,27500.0,430.0,3504.0,0
13915,50000.0,Female,2,Married,30,-1,-1,-1,2464.0,6170.0,0.0,6170.0,0.0,0.0,0
13920,360000.0,Female,1,Single,36,-1,-1,-1,390.0,390.0,3540.0,390.0,3540.0,390.0,0
13931,100000.0,Female,2,Single,34,-1,-1,-1,0.0,1799.0,0.0,1799.0,0.0,0.0,0
13933,50000.0,Female,2,Married,27,2,2,2,16134.0,17380.0,16958.0,1503.0,0.0,800.0,0
13934,200000.0,Female,1,Single,32,-1,-1,-1,12559.0,6764.0,7700.0,6764.0,7700.0,4.0,0
13935,220000.0,Male,3,Married,42,-1,-1,-1,1230.0,3227.0,3820.0,3227.0,3820.0,3650.0,0
13940,200000.0,Male,1,Single,32,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,396.0,0
13945,90000.0,Female,2,Single,32,3,2,2,78800.0,77417.0,82369.0,0.0,6250.0,3100.0,0
13957,70000.0,Female,3,Married,46,2,2,2,13371.0,14654.0,14271.0,1500.0,0.0,600.0,1
13958,20000.0,Female,1,Single,33,2,2,2,15529.0,16525.0,16110.0,1400.0,0.0,1504.0,0
13961,120000.0,Male,2,Married,38,2,2,2,92542.0,83581.0,61650.0,5550.0,0.0,0.0,0
13965,100000.0,Male,1,Single,39,-1,-1,-1,1411.0,1075.0,1139.0,1075.0,1500.0,0.0,0
13967,40000.0,Female,3,Married,55,7,7,7,2400.0,2400.0,2400.0,0.0,0.0,0.0,1
13972,230000.0,Female,3,Married,44,-1,-1,-1,1443.0,1443.0,1435.0,1443.0,1435.0,2965.0,0
13977,210000.0,Male,2,Married,29,-1,-1,-1,1756.0,732.0,730.0,732.0,730.0,3050.0,0
13986,160000.0,Female,2,Married,38,-1,-1,-1,316.0,316.0,316.0,316.0,316.0,316.0,0
13995,160000.0,Female,1,Single,36,-1,2,-1,1449.0,916.0,2133.0,0.0,2133.0,0.0,1
13998,90000.0,Male,3,Married,31,3,5,5,83772.0,83401.0,81487.0,1500.0,0.0,1500.0,1
14005,220000.0,Male,1,Married,55,-1,-1,-1,80737.0,5381.0,2232.0,5381.0,2232.0,121953.0,0
14010,160000.0,Female,1,Married,38,-1,-1,-1,827.0,827.0,827.0,827.0,827.0,827.0,0
14018,50000.0,Male,2,Single,45,2,4,3,31208.0,30149.0,29375.0,0.0,0.0,0.0,1
14026,50000.0,Male,2,Married,31,2,2,2,45402.0,48677.0,47740.0,4000.0,0.0,2300.0,1
14034,100000.0,Female,2,Married,42,-1,-1,-1,1054.0,1230.0,1054.0,1230.0,1054.0,1054.0,0
14041,500000.0,Female,2,Single,38,-1,-1,-1,-601.0,120195.0,976.0,120796.0,981.0,4829.0,0
14044,230000.0,Female,1,Single,34,-1,-1,-1,4427.0,13882.0,41463.0,13949.0,41660.0,9005.0,0
14052,300000.0,Female,1,Single,26,-1,-1,-1,3569.0,657.0,0.0,657.0,0.0,3412.0,0
14057,180000.0,Female,1,Married,37,-1,-1,-1,25062.0,13088.0,23174.0,13088.0,23174.0,8556.0,0
14062,500000.0,Male,1,Married,44,-1,-1,-1,32530.0,18896.0,17049.0,18914.0,17069.0,16738.0,0
14063,30000.0,Male,2,Single,26,2,2,2,11912.0,13707.0,14328.0,2000.0,1000.0,1000.0,1
14064,120000.0,Male,1,Single,31,-1,-1,-1,533.0,4116.0,9834.0,4116.0,9834.0,7100.0,1
14069,90000.0,Female,2,Married,35,-1,-1,-1,27384.0,3665.0,26721.0,3667.0,26724.0,1799.0,0
14071,250000.0,Female,3,Single,29,-1,-1,-1,7385.0,3806.0,22319.0,5301.0,46660.0,2964.0,0
14072,100000.0,Female,2,Single,24,2,2,-1,9209.0,6495.0,78080.0,6000.0,80900.0,0.0,1
14081,30000.0,Male,2,Single,24,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,780.0,0
14082,80000.0,Male,1,Married,41,2,2,2,84457.0,83897.0,80159.0,3100.0,0.0,11000.0,1
14083,320000.0,Male,1,Married,40,-1,-1,-1,-13.0,2670.0,-4.0,2683.0,0.0,0.0,0
14085,200000.0,Female,2,Single,36,2,2,2,79781.0,81533.0,80243.0,3000.0,0.0,6100.0,1
14088,20000.0,Male,2,Single,33,-1,-1,-1,988.0,390.0,1935.0,390.0,1935.0,1316.0,0
14097,20000.0,Male,2,Married,61,2,3,2,15023.0,14510.0,13854.0,0.0,550.0,0.0,1
14112,50000.0,Female,1,Single,26,-1,-1,-1,10100.0,13285.0,5489.0,13285.0,5489.0,0.0,0
14116,50000.0,Female,2,Married,39,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,1
14123,300000.0,Male,1,Single,29,-1,-1,-1,696.0,696.0,696.0,696.0,696.0,696.0,0
14127,360000.0,Female,1,Married,33,-1,-1,-1,10000.0,18335.0,18889.0,18335.0,18889.0,19775.0,0
14134,200000.0,Male,1,Single,60,-1,-1,-1,12474.0,17785.0,12500.0,17811.0,12500.0,0.0,0
14136,500000.0,Male,1,Single,43,-1,-1,-1,77094.0,77669.0,42059.0,78949.0,42985.0,62793.0,0
14140,20000.0,Female,2,Married,50,-1,-1,2,549.0,1320.0,780.0,1320.0,0.0,0.0,1
14154,20000.0,Male,2,Married,35,-1,-1,-1,2696.0,1188.0,2677.0,1188.0,2677.0,3241.0,0
14156,20000.0,Female,2,Single,34,-1,-1,-1,390.0,390.0,12190.0,390.0,12190.0,780.0,0
14159,210000.0,Female,1,Married,50,-1,-1,-1,90.0,180.0,90.0,180.0,0.0,90.0,1
14160,220000.0,Female,1,Single,36,-1,-1,-1,5342.0,5618.0,5236.0,5646.0,5262.0,3894.0,1
14161,120000.0,Female,1,Married,38,-1,-1,-1,0.0,19100.0,0.0,19100.0,0.0,0.0,1
14167,10000.0,Male,1,Single,38,-1,-1,-1,390.0,0.0,780.0,0.0,780.0,0.0,0
14168,100000.0,Female,2,Single,28,-1,-1,-1,1004.0,1612.0,622.0,1650.0,622.0,622.0,1
14178,360000.0,Female,2,Single,25,-1,-1,-1,442.0,434.0,442.0,436.0,452.0,886.0,0
14188,240000.0,Female,2,Married,41,-1,-1,-1,9795.0,11756.0,12522.0,11756.0,12522.0,6199.0,0
14193,230000.0,Female,1,Single,27,-1,-1,-1,1386.0,5578.0,1386.0,5578.0,1386.0,3495.0,0
14217,70000.0,Female,1,Married,38,2,2,2,69836.0,71179.0,69484.0,3000.0,0.0,2800.0,1
14219,140000.0,Female,2,Married,30,-1,-1,-1,3365.0,1567.0,1707.0,1567.0,1707.0,1707.0,0
14221,70000.0,Female,2,Single,42,2,2,2,45573.0,48678.0,47744.0,4000.0,0.0,2000.0,1
14225,360000.0,Female,2,Single,44,-1,-1,-1,298.0,7950.0,60097.0,7950.0,60097.0,1200.0,0
14226,50000.0,Male,3,Single,29,3,3,3,1050.0,1050.0,1050.0,0.0,0.0,0.0,1
14228,110000.0,Male,2,Single,29,-1,-1,-1,4219.0,9704.0,6952.0,9704.0,6952.0,5038.0,0
14239,450000.0,Male,1,Single,26,-1,-1,-1,5626.0,73516.0,11854.0,74306.0,11889.0,13347.0,0
14241,500000.0,Male,1,Married,45,-1,-1,-1,10850.0,9061.0,13017.0,9106.0,13081.0,7063.0,0
14245,10000.0,Male,2,Married,50,7,7,7,2400.0,2400.0,2400.0,0.0,0.0,0.0,1
14253,300000.0,Male,1,Married,45,-1,-1,-1,3645.0,2041.0,1800.0,2448.0,1910.0,360.0,0
14259,50000.0,Male,1,Single,27,2,2,2,7218.0,7800.0,7526.0,700.0,0.0,800.0,1
14263,50000.0,Female,1,Married,47,-1,-1,-1,2728.0,0.0,780.0,0.0,780.0,0.0,0
14264,50000.0,Male,1,Single,28,-1,-1,-1,6524.0,29949.0,3268.0,29949.0,3268.0,399.0,0
14269,330000.0,Male,1,Single,32,-1,-1,-1,4009.0,0.0,2307.0,0.0,2307.0,0.0,0
14281,140000.0,Male,3,Married,38,2,2,2,135551.0,135859.0,134687.0,2600.0,2300.0,5300.0,1
14295,20000.0,Male,2,Single,24,4,4,4,1650.0,1650.0,1650.0,0.0,0.0,0.0,1
14296,80000.0,Female,3,Married,25,-1,-1,-1,2685.0,1395.0,2896.0,1395.0,2906.0,0.0,0
14299,30000.0,Female,2,Married,37,2,2,2,29383.0,32739.0,33143.0,4000.0,1150.0,1000.0,0
14303,200000.0,Male,1,Single,31,-1,-1,-1,28281.0,42163.0,0.0,42163.0,5040.0,3036.0,0
14312,210000.0,Female,2,Married,50,-1,-1,-1,390.0,390.0,150.0,390.0,150.0,780.0,1
14315,80000.0,Male,2,Married,60,2,2,2,51246.0,52279.0,53069.0,2000.0,1800.0,1000.0,1
14327,290000.0,Female,2,Single,34,-1,-1,-1,302.0,3586.0,2345.0,5228.0,2345.0,9139.0,0
14328,20000.0,Male,2,Single,26,2,2,2,14952.0,15983.0,15576.0,1272.0,0.0,1463.0,0
14329,500000.0,Female,2,Married,64,-1,-1,-1,561.0,618.0,991.0,618.0,991.0,933.0,1
14330,20000.0,Male,2,Single,25,2,2,2,1150.0,1000.0,0.0,0.0,0.0,0.0,0
14336,390000.0,Male,1,Single,41,-1,-1,-1,6965.0,4893.0,7777.0,4893.0,7777.0,7271.0,0
14340,390000.0,Male,1,Married,36,-1,-1,-1,79.0,290.0,106.0,290.0,106.0,66.0,1
14341,30000.0,Female,2,Single,28,2,2,2,22124.0,22622.0,23002.0,1000.0,900.0,900.0,0
14347,400000.0,Female,2,Married,45,-1,-1,-1,14757.0,44843.0,6622.0,44843.0,6622.0,6309.0,0
14349,100000.0,Female,2,Single,26,-1,-1,-1,1823.0,1516.0,3378.0,1516.0,3378.0,3431.0,0
14352,440000.0,Male,3,Married,38,-1,-1,-1,775.0,925.0,775.0,926.0,776.0,776.0,1
14353,100000.0,Male,2,Married,46,-1,-1,-1,-20.0,780.0,0.0,800.0,0.0,0.0,0
14365,180000.0,Female,1,Married,33,-1,-1,2,17087.0,17993.0,8662.0,2013.0,23.0,32852.0,0
14368,100000.0,Male,1,Married,51,2,2,2,95972.0,98283.0,97819.0,4000.0,1600.0,2000.0,1
14369,450000.0,Female,1,Single,54,-1,-1,-1,3990.0,30050.0,9993.0,30050.0,9993.0,0.0,0
14372,20000.0,Female,2,Married,39,2,2,-1,33500.0,-15306.0,20000.0,5000.0,35306.0,0.0,0
14374,50000.0,Female,1,Single,24,-1,-1,-1,7999.0,-66.0,6784.0,0.0,6850.0,11000.0,1
14375,160000.0,Male,3,Single,42,2,2,2,48818.0,49640.0,48737.0,1700.0,0.0,2000.0,0
14376,450000.0,Female,1,Married,27,-1,-1,-1,1878.0,-25.0,5029.0,0.0,5054.0,392.0,0
14377,30000.0,Male,3,Married,47,2,2,2,24337.0,23725.0,0.0,0.0,0.0,0.0,0
14379,50000.0,Male,3,Single,26,2,2,2,44891.0,47654.0,48721.0,3500.0,2000.0,0.0,1
14383,20000.0,Male,3,Single,25,-1,-1,-1,798.0,798.0,408.0,798.0,408.0,1188.0,0
14400,460000.0,Male,1,Married,50,-1,-1,-1,27639.0,38586.0,-260.0,38780.0,0.0,0.0,0
14402,160000.0,Male,2,Married,52,-1,2,-1,1080.0,540.0,390.0,0.0,390.0,390.0,0
14406,100000.0,Female,1,Single,26,-1,-1,2,881.0,57540.0,55038.0,57500.0,2000.0,0.0,0
14410,210000.0,Female,1,Married,39,-1,-1,-1,2433.0,3115.0,3899.0,3115.0,3899.0,2460.0,1
14418,400000.0,Female,1,Single,30,-1,-1,-1,1781.0,7123.0,1470.0,7123.0,1470.0,37546.0,0
14420,440000.0,Female,2,Married,45,3,2,2,2217.0,1321.0,8879.0,0.0,8480.0,0.0,1
14421,20000.0,Male,2,Single,26,-1,-1,-1,540.0,540.0,540.0,540.0,540.0,780.0,0
14422,320000.0,Male,1,Single,26,-1,-1,-1,316.0,316.0,316.0,316.0,316.0,316.0,0
14429,30000.0,Male,2,Single,25,3,3,3,1050.0,1050.0,1050.0,0.0,0.0,0.0,1
14440,50000.0,Female,1,Single,31,3,2,5,28652.0,34032.0,32913.0,6000.0,0.0,0.0,1
14444,140000.0,Male,1,Single,28,-1,-1,-1,2073.0,4732.0,1131.0,4732.0,1131.0,2114.0,0
14452,20000.0,Male,3,Married,52,-1,-1,-1,780.0,780.0,390.0,780.0,390.0,780.0,0
14454,330000.0,Female,1,Single,28,2,2,2,11.0,11.0,11.0,0.0,0.0,0.0,0
14462,140000.0,Male,1,Single,30,-1,-1,-1,440.0,1367.0,890.0,1367.0,890.0,0.0,0
14466,20000.0,Male,2,Single,38,-1,-1,-1,390.0,390.0,930.0,390.0,930.0,0.0,0
14467,420000.0,Male,1,Married,47,-1,-1,-1,9622.0,10223.0,3942.0,10223.0,3942.0,3754.0,0
14468,60000.0,Male,2,Married,37,4,4,3,27912.0,26889.0,29140.0,0.0,3000.0,3000.0,1
14472,110000.0,Female,2,Single,28,2,2,2,90593.0,89025.0,94509.0,0.0,7000.0,2300.0,1
14473,290000.0,Male,2,Married,33,-1,-1,-1,1000.0,3441.0,2415.0,3441.0,2415.0,1643.0,0
14479,30000.0,Female,1,Single,23,2,2,2,27808.0,31208.0,30582.0,4000.0,0.0,1500.0,0
14486,90000.0,Female,1,Single,27,2,2,2,18169.0,19682.0,19220.0,1807.0,0.0,10000.0,0
14496,360000.0,Female,3,Married,42,-1,-1,-1,5469.0,9057.0,312.0,9147.0,313.0,6548.0,0
14500,60000.0,Female,2,Single,24,3,2,2,47669.0,48135.0,50056.0,1500.0,3000.0,2750.0,0
14524,160000.0,Female,1,Single,31,-1,-1,-1,3666.0,4098.0,4237.0,4098.0,4237.0,3007.0,0
14528,260000.0,Male,1,Married,38,2,-1,2,-15.0,3526.0,263.0,3805.0,1.0,527.0,0
14536,240000.0,Male,1,Married,36,-1,-1,-1,254.0,-142.0,344.0,0.0,1032.0,0.0,0
14543,50000.0,Male,2,Married,38,2,2,2,31542.0,32185.0,32900.0,1300.0,1400.0,1300.0,1
14550,200000.0,Female,1,Single,31,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,1
14553,20000.0,Male,2,Single,43,-1,-1,-1,390.0,540.0,930.0,540.0,780.0,0.0,0
14562,60000.0,Male,3,Single,38,-1,-1,-1,441.0,443.0,732.0,443.0,580.0,0.0,0
14563,240000.0,Female,2,Married,39,2,2,2,48905.0,47993.0,52015.0,0.0,5000.0,2000.0,1
14566,280000.0,Female,2,Single,50,-1,-1,-1,5725.0,3989.0,2599.0,3989.0,2599.0,27192.0,0
14568,290000.0,Female,1,Single,29,-1,-1,-1,8184.0,14936.0,19573.0,14936.0,19573.0,6309.0,0
14575,20000.0,Male,3,Married,37,-1,-1,-1,390.0,370.0,-20.0,370.0,0.0,800.0,0
14582,130000.0,Female,1,Single,47,2,2,2,22145.0,21652.0,23138.0,0.0,2000.0,0.0,1
14590,290000.0,Male,1,Single,34,-1,-1,-1,3999.0,0.0,4483.0,0.0,4483.0,1209.0,0
14609,390000.0,Male,1,Married,46,-1,-1,-1,6009.0,9096.0,3267.0,9096.0,3267.0,2901.0,0
14611,50000.0,Male,2,Single,26,-1,-1,-1,2756.0,7000.0,12025.0,7000.0,12025.0,1880.0,0
14615,10000.0,Male,3,Single,29,6,6,6,142.0,142.0,142.0,0.0,0.0,0.0,1
14624,30000.0,Female,2,Single,23,2,2,2,27446.0,29329.0,29720.0,2300.0,1000.0,0.0,1
14627,20000.0,Female,2,Married,45,-1,-1,-1,264.0,654.0,654.0,1044.0,654.0,264.0,0
14631,10000.0,Male,2,Single,23,2,2,2,10227.0,9933.0,9884.0,0.0,1000.0,0.0,1
14632,350000.0,Female,0,Single,53,-1,-1,-1,22611.0,1385.0,6043.0,1389.0,6058.0,1153.0,0
14637,170000.0,Male,1,Single,43,-1,-1,-1,41467.0,1028.0,2643.0,1328.0,2643.0,126.0,0
14640,170000.0,Female,3,Single,46,-1,-1,-1,2785.0,3128.0,505.0,3128.0,505.0,190.0,0
14644,210000.0,Male,2,Married,37,-1,-1,-1,150.0,150.0,150.0,150.0,150.0,100.0,0
14650,200000.0,Male,1,Single,33,2,2,2,172226.0,175918.0,179441.0,6600.0,6600.0,5200.0,1
14652,330000.0,Female,1,Married,42,-1,-1,-1,3899.0,2707.0,8000.0,2707.0,8000.0,0.0,0
14653,30000.0,Male,2,Single,25,2,2,2,16098.0,15700.0,16784.0,0.0,1500.0,0.0,1
14658,280000.0,Male,2,Married,49,-1,-1,-1,390.0,390.0,150.0,390.0,150.0,780.0,0
14660,130000.0,Male,2,Single,32,-1,-1,-1,1496.0,1496.0,1496.0,1496.0,1496.0,1496.0,0
14662,120000.0,Female,2,Single,26,-1,-1,-1,6849.0,2616.0,2805.0,2616.0,2805.0,3926.0,0
14663,400000.0,Female,1,Single,33,-1,-1,-1,11640.0,41432.0,20075.0,41432.0,20974.0,44135.0,0
14664,300000.0,Female,2,Single,39,-1,-1,-1,990.0,990.0,990.0,990.0,990.0,990.0,0
14667,320000.0,Female,2,Married,43,-1,-1,-1,5315.0,33059.0,908.0,33059.0,908.0,6382.0,0
14671,280000.0,Female,3,Single,47,-1,-1,-1,27000.0,0.0,30460.0,0.0,30460.0,5983.0,0
14674,120000.0,Female,1,Single,27,-1,-1,2,10673.0,9671.0,9332.0,2550.0,0.0,10000.0,0
14679,450000.0,Female,1,Single,39,-1,-1,-1,2313.0,8295.0,699.0,8295.0,1806.0,1274.0,0
14680,200000.0,Female,1,Married,38,-1,-1,-1,14997.0,2996.0,5525.0,2996.0,6143.0,3538.0,0
14683,50000.0,Male,1,Single,25,2,2,2,49296.0,47220.0,49584.0,2.0,4005.0,6.0,0
14685,130000.0,Female,1,Single,30,-1,-1,-1,540.0,540.0,636.0,540.0,636.0,3636.0,0
14692,20000.0,Male,2,Single,28,2,2,2,13729.0,14706.0,14320.0,1200.0,0.0,1500.0,1
14695,200000.0,Female,2,Single,30,-1,-1,-1,12674.0,14068.0,6468.0,14445.0,6867.0,399.0,1
14700,360000.0,Female,2,Single,28,-1,-1,-1,0.0,1999.0,-1.0,1999.0,0.0,500.0,0
14707,100000.0,Male,2,Single,34,2,2,2,36258.0,38512.0,37741.0,3000.0,0.0,4000.0,1
14709,80000.0,Male,1,Married,37,2,2,2,60424.0,61811.0,63142.0,2500.0,2500.0,2400.0,0
